file_path,title,artist,album,genre,year,length
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Begin Again.mp3,Begin Again,Ben Böhmer,Begin Again,Танцевальная музыка,2021-09-24,161.76
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Beyond Beliefs.mp3,Beyond Beliefs,Ben Böhmer,Beyond Beliefs,Dance,2021-07-07,313.58666666666664
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Erase.mp3,Erase,Ben Böhmer/LAU.RA,Erase,Dance,2021-08-25,253.24
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Evermore.mp3,Evermore,"Ben Böhmer, Enfant Sauvage",Bloom,Electro,2024-09-27,205.21795918367346
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Martin.mp3,Martin,Ben Böhmer,Bloom,Electro,2024-09-27,229.22448979591837
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - One Last Call.mp3,One Last Call,Ben Böhmer/ Felix Raphael,One Last Call,Electro,2023-10-11,256.8881632653061
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Phases.mp3,Phases,Ben Böhmer/ Spencer Brown,Phases EP,Dance,2020-08-26,266.73031746031745
C:\Users\marius\Desktop\Musik\chill\Ben Böhmer - Strangers.mp3,Strangers,Ben Böhmer,Begin Again,Dance,2021-09-24,271.7707256235828
C:\Users\marius\Desktop\Musik\chill\Bicep - Water.mp3,Water,Bicep/Clara La San,Water,Electro,2022-10-05,256.8985487528345
C:\Users\marius\Desktop\Musik\chill\Cross Pollination CD 1 TRACK 1 (320).mp3,And We Knew It Was Our Time,"Lane 8, Massane",Cross Pollination,Dance,2020-08-27,563.3034920634921
C:\Users\marius\Desktop\Musik\chill\EASTGHOST - Voyeur.mp3,Voyeur,EASTGHOST,Voyeur,Электронная музыка/Танцевальная музыка,2016-11-10,256.7575510204082
C:\Users\marius\Desktop\Musik\chill\Franky Wah - Should Have Seen It Coming.mp3,Should Have Seen It Coming,Franky Wah/ AETHO,Should Have Seen It Coming,Dance,2021-02-04,238.07274376417234
C:\Users\marius\Desktop\Musik\chill\George Michelle - Here Right Now.mp3,Here Right Now,George Michelle/Gauci,Here Right Now,Электронная музыка/Техно/Хаус,2019-03-01,238.86367346938775
C:\Users\marius\Desktop\Musik\chill\Grum - Shout.mp3,Shout,Grum/Tigerblind,Shout,Electro/Dance,2022-11-02,211.2
C:\Users\marius\Desktop\Musik\chill\HONNE - Good Together (Punctual Remix).mp3,Good Together (Punctual Remix),HONNE,Good Together (Remixes),Alternative,2016-10-14,378.88
C:\Users\marius\Desktop\Musik\chill\Hotel_Garuda_One_Reason_feat_Imad_Royal_Kiah_Victoria_SN.mp3,One Reason (feat. Imad Royal & Kiah Victoria) [SNBRN Remix],"Hotel Garuda, SNBRN, Kiah Victoria, Imad Royal",One Reason (feat. Imad Royal & Kiah Victoria) [SNBRN Remix],Electro,2018-12-07,212.682947845805
C:\Users\marius\Desktop\Musik\chill\Innerverse - Reverie.mp3,Reverie,INNERVERSE,Reverie,Electro,2024-09-13,223.66040816326532
C:\Users\marius\Desktop\Musik\chill\Jai Wolf - Starlight.mp3,Starlight,Jai Wolf/ Mr Gabriel,Starlight,Electro,2017-04-07,223.0857142857143
C:\Users\marius\Desktop\Musik\chill\Jai Wolf - Telepathy.mp3,Telepathy,Jai Wolf,Lose My Mind / Telepathy,Electro,2019-01-14,229.95591836734692
C:\Users\marius\Desktop\Musik\chill\Julian Wassermann - Human.mp3,Human,Julian Wassermann,Human / Polydo,Электронная музыка/Танцевальная музыка,2018-03-19,422.24326530612245
C:\Users\marius\Desktop\Musik\chill\Kasbo - Atlantis.mp3,Atlantis,Kasbo/ Shallou/ Bjoern,Atlantis / Drift,Electro,2024-02-29,213.81224489795918
C:\Users\marius\Desktop\Musik\chill\Kidnap - Moments (Ben Böhmer   Nils Hoffmann Remix).mp3,Moments,Kidnap/ Leo Stannard,Moments (Ben Böhmer & Nils Hoffmann Remix),Electro,2020-02-14,250.20691609977325
C:\Users\marius\Desktop\Musik\chill\Lane 8 - Atlas.mp3,Atlas,Lane 8,Little by Little,Dance,2018-01-19,350.1639455782313
C:\Users\marius\Desktop\Musik\chill\Lane 8 - Higher.mp3,Higher,Lane 8,Childish,Dance,2024-09-27,503.2751020408163
C:\Users\marius\Desktop\Musik\chill\Lane 8 - Little by Little.mp3,Little by Little,Lane 8,Little by Little,Dance,2018-01-19,333.22315192743764
C:\Users\marius\Desktop\Musik\chill\Lane 8 - Say The Word.mp3,Say The Word,"Lane 8, Arctic Lake",Childish,Dance,2024-09-27,438.7004081632653
C:\Users\marius\Desktop\Musik\chill\Lane 8 - You.mp3,You,"Lane 8, Kasablanca",Childish,Dance,2024-09-27,254.56326530612245
C:\Users\marius\Desktop\Musik\chill\LE YOUTH - I Will Leave a Light On.mp3,I Will Leave a Light On,Le Youth/ Lane 8/ jyll,I Will Leave a Light On,Electro,2023-08-10,240.97562358276645
C:\Users\marius\Desktop\Musik\chill\LE YOUTH - seven-twenty-four.mp3,seven-twenty-four,"Le Youth, Robby East",seven-twenty-four,Electro,2024-09-05,258.06367346938777
C:\Users\marius\Desktop\Musik\chill\Lipless - Labyrinth.mp3,Labyrinth,Lipless,Labyrinth,Electro,2024-05-10,259.35485260770974
C:\Users\marius\Desktop\Musik\chill\Lipless - Two of Us.mp3,Two of Us,Lipless,Wake up Call,Dance,2016-07-29,312.99918367346936
C:\Users\marius\Desktop\Musik\chill\Lstn - Harmonies.mp3,Harmonies,Lstn,Harmonies,Electro/Dance,2021-04-23,180.98360544217687
C:\Users\marius\Desktop\Musik\chill\Luttrell - Float.mp3,Float,Luttrell,Generate EP,Электронная музыка/Танцевальная музыка,2017-07-14,315.29795918367347
C:\Users\marius\Desktop\Musik\chill\Massane - Closure.mp3,Closure,"Massane, Benjamin Roustaing",Another Dawn,Dance,2021-06-04,228.4475963718821
C:\Users\marius\Desktop\Musik\chill\Murtagh - 8AM (Original Mix).mp3,8AM (Original Mix),Murtagh,8AM,Electro,2018-06-15,274.300589569161
C:\Users\marius\Desktop\Musik\chill\Nils Hoffmann - Closer.mp3,Closer,Nils Hoffmann,Closer,Dance,2023-10-24,214.4391836734694
C:\Users\marius\Desktop\Musik\chill\Nils Hoffmann - Holding Me Back.mp3,Holding Me Back,Nils Hoffmann/ The Kite String Tangle,Holding Me Back,Dance,2024-01-05,265.9004081632653
C:\Users\marius\Desktop\Musik\chill\Nora En Pure - Come With Me (Original Mix).mp3,Come With Me,Nora En Pure,Come With Me,Electro,2015-02-21,385.1250113378685
C:\Users\marius\Desktop\Musik\chill\Nora En Pure - Indulgence.mp3,Indulgence,Nora En Pure,Indulgence,,2023-03-10,269.5081859410431
C:\Users\marius\Desktop\Musik\chill\Nora En Pure - Life on Hold.mp3,Life on Hold,Nora En Pure,Life on Hold,,2021-09-03,207.5409977324263
C:\Users\marius\Desktop\Musik\chill\ODESZA - A Moment Apart.mp3,A Moment Apart,Odesza,A Moment Apart,Electro,2017-09-08,234.24437641723355
C:\Users\marius\Desktop\Musik\chill\ODESZA - Boy.mp3,Boy,Odesza,A Moment Apart,Electro,2017-09-08,183.68013605442178
C:\Users\marius\Desktop\Musik\chill\ODESZA - Line Of Sight (feat. WYNNE   Mansionair).mp3,Line Of Sight (feat. WYNNE & Mansionair),Odesza/ WYNNE/ Mansionair,Line Of Sight,Electro,2017-04-25,237.14043083900228
C:\Users\marius\Desktop\Musik\chill\Polar Inc. - Journal.mp3,Journal,Polar Inc.,Journal,Dance,2021-02-11,248.0
C:\Users\marius\Desktop\Musik\chill\Pretty Pink - Suvi.mp3,Suvi,Pretty Pink,Born Digital,Electro,2023-05-05,191.61290249433105
C:\Users\marius\Desktop\Musik\chill\Start Stop - Don t Waste Your Time.mp3,Don't Waste Your Time,Start Stop,Don't Waste Your Time,Dance,2025-03-21,126.96
C:\Users\marius\Desktop\Musik\chill\The Blaze - Heaven.mp3,Heaven,The Blaze,Heaven,Electro/Dance,2018-02-27,220.8
C:\Users\marius\Desktop\Musik\chill\Tom B. - Someday.mp3,Someday,Tom B.,Someday,Electro,2018-11-12,183.53331065759636
C:\Users\marius\Desktop\Musik\chill\Virtual Self - Ghost Voices (Lane 8 Remix Mixed).mp3,Ghost Voices (Lane 8 Remix Mixed),Virtual Self,Anjunadeep 10,Dance,2019-02-22,236.04244897959182
C:\Users\marius\Desktop\Musik\chill\Weltmusik - Crowded Skies.mp3,Crowded Skies,Weltmusik,Lonely Roads,,2024-04-26,222.48489795918368
C:\Users\marius\Desktop\Musik\chill\Weltmusik - Heights.mp3,Heights,Weltmusik/Asomnia/Sarah Camille,Heights,,2022-07-08,238.0
C:\Users\marius\Desktop\Musik\chill\yotto - Grains.mp3,Grains,yotto/Cassian,Armada Electronic Elements 2021,Dance,2021-04-02,284.6185941043084
C:\Users\marius\Desktop\Musik\chill edm\Campbell - Beat Goes On (Rhythm to the Brain).mp3,Beat Goes On (Rhythm to the Brain),Campbell,Beat Goes On (Rhythm to the Brain),Dance,2022-10-07,133.2129931972789
C:\Users\marius\Desktop\Musik\chill edm\RÜFÜS DU SOL - Alive.mp3,Alive,RÜFÜS DU SOL,Alive,Электронная музыка,2021-07-13,334.7545351473923
C:\Users\marius\Desktop\Musik\chill edm\RÜFÜS DU SOL - Lost in My Mind.mp3,Lost in My Mind,RÜFÜS DU SOL,Lost in My Mind,Electro,2018-09-05,260.6645124716553
C:\Users\marius\Desktop\Musik\chill edm\RÜFÜS DU SOL - No Place.mp3,No Place,RÜFÜS DU SOL,No Place,Electro,2018-05-25,237.98666666666668
C:\Users\marius\Desktop\Musik\chill edm\RÜFÜS DU SOL - On My Knees.mp3,On My Knees,RÜFÜS DU SOL,On My Knees,Electro,2021-09-23,261.0011337868481
C:\Users\marius\Desktop\Musik\Deep House 2025\abelon - promises.mp3,promises,abelon,promises,Electro,2025-09-26,135.86285714285714
C:\Users\marius\Desktop\Musik\Deep House 2025\Adam Port - Move.mp3,Move,Adam Port/ Stryv/ Keinemusik/ Orso/ Malachiii,Move,Electro,2024-06-07,177.6326530612245
C:\Users\marius\Desktop\Musik\Deep House 2025\Airmow - CARMEN (8181 Enzo Remix).mp3,CARMEN (8181 Enzo Remix),"Airmow, Reiyo The Giant, 8181 Enzo",CARMEN (8181 Enzo Remix),Electro,2025-09-12,204.48403628117913
C:\Users\marius\Desktop\Musik\Deep House 2025\all things break - blackout blackout.mp3,blackout blackout,all things break,blackout blackout,Electro,2025-09-19,138.95507936507937
C:\Users\marius\Desktop\Musik\Deep House 2025\all things break - magnetic magnetic.mp3,magnetic magnetic,all things break,magnetic magnetic,Electro,2025-10-17,131.91
C:\Users\marius\Desktop\Musik\Deep House 2025\Ape Drums - No Reason.mp3,No Reason,"Ape Drums, Simon Said.",No Reason,Electro,2025-01-10,201.534693877551
C:\Users\marius\Desktop\Musik\Deep House 2025\Ape Drums - Nobody Knows (Belters Only Remix).mp3,Nobody Knows,"Ape Drums, Clementine Douglas",Nobody Knows (Belters Only Remix),Electro,2024-11-22,197.4595918367347
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Bloom.mp3,Bloom,"Astrality, Flores",Bloom,Electro,2025-06-13,205.1134693877551
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Deep of You.mp3,Deep of You,"Astrality, Marlo Rex",Deep of You,Electro,2025-02-07,156.8391836734694
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Illuminate.mp3,Illuminate,Astrality/Leo Stannard,Illuminate,Electro,2023-06-23,163.33668934240362
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Inside Out.mp3,Inside Out,"Astrality, Tailor",Inside Out,Electro,2024-10-11,240.065306122449
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Leave Behind.mp3,Leave Behind,"Astrality, Krysta Youngs, Andro",Leave Behind,Electro,2025-08-22,206.61292517006802
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Midnight Zone.mp3,Midnight Zone,Astrality/ TAPE ANGEL,Midnight Zone,Electro,2023-11-03,171.96408163265306
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Rain.mp3,Rain,Astrality/ MNRT/ S:NE,Rain,Electro,2023-08-11,152.29839002267573
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Restart My Heart.mp3,Restart My Heart,"Astrality, Aiko",Restart My Heart,Electro,2025-03-21,171.50390022675737
C:\Users\marius\Desktop\Musik\Deep House 2025\Astrality - Times Are Changing.mp3,Times Are Changing,Astrality/Thandi,Times Are Changing,Electro,2022-06-17,158.81997732426305
C:\Users\marius\Desktop\Musik\Deep House 2025\ATB - Run.mp3,Run,ATB/ Nu Aspect/ Orem,Run,Electro,2023-12-29,167.54938775510203
C:\Users\marius\Desktop\Musik\Deep House 2025\AVAION - Can t find you.mp3,Can't find you,"AVAION, oskar med k",Can't find you,Electro,2025-05-02,215.40571428571428
C:\Users\marius\Desktop\Musik\Deep House 2025\AVAION - Sleepless.mp3,Sleepless,AVAION/PaulWetz/Nu Aspect/Yuma.,Sleepless,Electro,2022-05-27,165.26321995464852
C:\Users\marius\Desktop\Musik\Deep House 2025\Badflite - Cherish.mp3,Cherish,Badflite,Cherish,Electro,2024-10-18,204.90448979591838
C:\Users\marius\Desktop\Musik\Deep House 2025\Badflite - Where the Sun Goes Down.mp3,Where the Sun Goes Down,Badflite/ RYVM,Where the Sun Goes Down,Dance,2024-02-16,184.05877551020407
C:\Users\marius\Desktop\Musik\Deep House 2025\Belters Only - In the Jungle.mp3,In the Jungle,"Belters Only, Karen Harding",In the Jungle,Electro,2025-08-29,240.24816326530612
C:\Users\marius\Desktop\Musik\Deep House 2025\Benji - Shine Like Stars.mp3,Shine Like Stars,Benji,Shine Like Stars,,2025-04-04,226.0
C:\Users\marius\Desktop\Musik\Deep House 2025\Beyond - Sleep Talking.mp3,Sleep Talking,Beyond/ Marlo Rex,Sleep Talking,Electro,2024-06-07,162.2465306122449
C:\Users\marius\Desktop\Musik\Deep House 2025\Biscits - Heartbeat.mp3,Heartbeat,"Biscits, Ekko",Heartbeat,Electro,2025-06-27,182.18750566893425
C:\Users\marius\Desktop\Musik\Deep House 2025\Bolier - Get Close.mp3,Get Close,"Bolier, AMRV",Get Close,Electro,2025-04-25,182.38913832199546
C:\Users\marius\Desktop\Musik\Deep House 2025\Cakes - Fix Me.mp3,Fix Me,"Cakes, Sam Harper",Fix Me,Electro,2025-07-04,179.09179138321994
C:\Users\marius\Desktop\Musik\Deep House 2025\Cakes - Infinite Love.mp3,Infinite Love,Cakes,Infinite Love,Electro,2024-08-09,179.09551020408162
C:\Users\marius\Desktop\Musik\Deep House 2025\Cakes - No Man s Land.mp3,No Man's Land,"Cakes, Izzy Bizu",No Man's Land,Electro,2024-11-22,137.14285714285714
C:\Users\marius\Desktop\Musik\Deep House 2025\Calvin Harris - Blessings.mp3,Blessings,"Calvin Harris, Clementine Douglas",Blessings,Dance,2025-05-09,219.68979591836734
C:\Users\marius\Desktop\Musik\Deep House 2025\Cammie Robinson - Survivors.mp3,Survivors,Cammie Robinson,Survivors,Electro,2024-11-08,217.3126530612245
C:\Users\marius\Desktop\Musik\Deep House 2025\Chace - Us (Selected Mix).mp3,Us (Selected Mix),Chace,Us,Электронная музыка,2020-06-19,163.178231292517
C:\Users\marius\Desktop\Musik\Deep House 2025\Cristoph - Rushing.mp3,Rushing,"Cristoph, Jem Cooke",Rushing,Electro,2025-08-01,239.97002267573697
C:\Users\marius\Desktop\Musik\Deep House 2025\D.O.D - Sweet Nothing (2025 Edit).mp3,Sweet Nothing,"D.O.D, Calvin Harris, Florence Welch",Sweet Nothing (feat. Florence Welch) (2025 Edit),Electro,2025-08-22,202.1766439909297
C:\Users\marius\Desktop\Musik\Deep House 2025\Dallerium - Sirens.mp3,Sirens,Dallerium/ Farley,Sirens,Electro,2023-12-15,206.3412244897959
C:\Users\marius\Desktop\Musik\Deep House 2025\Dark Heart - Over & Over (1).mp3,Over & Over,Dark Heart/Njomza,Over & Over,Электронная музыка,2021-08-27,147.1103628117914
C:\Users\marius\Desktop\Musik\Deep House 2025\Dark Heart - Over & Over.mp3,Over & Over,Dark Heart/Njomza,Over & Over,Электронная музыка,2021-08-27,147.1103628117914
C:\Users\marius\Desktop\Musik\Deep House 2025\Daydream Affiliate - In Reverse.mp3,In Reverse,Daydream Affiliate,In Reverse,Electro,2025-10-24,159.05489795918368
C:\Users\marius\Desktop\Musik\Deep House 2025\Disclosure - You   Me (Rivo Remix).mp3,You & Me,Disclosure/ Eliza Doolittle,You & Me (Rivo Remix),Electro,2023-12-22,208.56163265306122
C:\Users\marius\Desktop\Musik\Deep House 2025\Disco Lines - No Broke Boys.mp3,No Broke Boys,"Disco Lines, Tinashe",No Broke Boys,Dance,2025-06-06,163.99408163265306
C:\Users\marius\Desktop\Musik\Deep House 2025\DJ Katch - My Name Is Not Susan.mp3,My Name Is Not Susan,DJ Katch,My Name Is Not Susan,Electro,2025-05-23,137.43
C:\Users\marius\Desktop\Musik\Deep House 2025\DJ Katch - No Good.mp3,No Good,"DJ Katch, Clearest",No Good,Electro,2025-04-11,169.2
C:\Users\marius\Desktop\Musik\Deep House 2025\DJ Katch - Touch Me.mp3,Touch Me,DJ Katch,Touch Me,Electro,2025-10-03,199.91510204081632
C:\Users\marius\Desktop\Musik\Deep House 2025\DJ Katch - You re Makin  Me High.mp3,You're Makin' Me High,DJ Katch/ Amira Eldine,You're Makin' Me High,Electro,2024-06-28,166.55673469387756
C:\Users\marius\Desktop\Musik\Deep House 2025\Dray - Remember.mp3,Remember,Dray,Remember,Электронная музыка,2021-11-26,188.9516326530612
C:\Users\marius\Desktop\Musik\Deep House 2025\Dray - Surrender.mp3,Surrender,Dray,Surrender,,2020-02-28,192.33959183673468
C:\Users\marius\Desktop\Musik\Deep House 2025\Ed Sheeran - Azizam (D.O.D Remix).mp3,Azizam (D.O.D Remix),Ed Sheeran,Azizam (D.O.D Remix),Dance,2025-05-16,168.6465306122449
C:\Users\marius\Desktop\Musik\Deep House 2025\Falden - Tell Me.mp3,Tell Me,Falden/Fare,Tell Me,Electro,2022-04-29,216.7200453514739
C:\Users\marius\Desktop\Musik\Deep House 2025\GOODBOYS - Blindspot.mp3,Blindspot,"Goodboys, Nu Aspect, AVAION",Blindspot,Electro,2025-03-28,210.07673469387754
C:\Users\marius\Desktop\Musik\Deep House 2025\Gorgon City - Dreaming.mp3,Dreaming,Gorgon City,Reverie,Dance,2024-07-19,220.70857142857142
C:\Users\marius\Desktop\Musik\Deep House 2025\Gorgon City - Voodoo.mp3,Voodoo,Gorgon City,Voodoo,Танцевальная музыка,2023-03-10,213.8
C:\Users\marius\Desktop\Musik\Deep House 2025\Hannah Wants - Cure My Desire.mp3,Cure My Desire,"Hannah Wants, Clementine Douglas",Cure My Desire (Club 128),Electro,2024-05-17,179.12163265306123
C:\Users\marius\Desktop\Musik\Deep House 2025\Hayden James - We Could Be Love.mp3,We Could Be Love,Hayden James/ AR/CO,We Could Be Love,Dance,2023-08-31,189.11278911564625
C:\Users\marius\Desktop\Musik\Deep House 2025\Hayley May - Want U.mp3,Want U,Hayley May,Want U,Electro,2024-02-02,150.83102040816325
C:\Users\marius\Desktop\Musik\Deep House 2025\Hii Spirits - Reminds Me Of You.mp3,Reminds Me Of You,Hii Spirits/ Rromarin,Reminds Me Of You,Electro,2023-12-08,219.8204081632653
C:\Users\marius\Desktop\Musik\Deep House 2025\HRRTZ - You Save My Life.mp3,You Save My Life,HRRTZ,You Save My Life,Electro,2025-05-23,198.3231746031746
C:\Users\marius\Desktop\Musik\Deep House 2025\Hugel - I Adore You.mp3,I Adore You,HUGEL/ Topic/ Arash/ Daecolm,I Adore You,Dance,2024-07-19,214.04734693877552
C:\Users\marius\Desktop\Musik\Deep House 2025\Hyzteria - Weightless.mp3,Weightless,Hyzteria,Weightless,Electro,2024-10-18,186.43591836734694
C:\Users\marius\Desktop\Musik\Deep House 2025\Hyzteria - Where Nobody Knows.mp3,Where Nobody Knows,"Hyzteria, Dakota",Where Nobody Knows,Электронная музыка,2025-03-07,175.15102040816328
C:\Users\marius\Desktop\Musik\Deep House 2025\i.am.u. - under current.mp3,under current,i.am.u.,under current,Electro,2025-10-10,173.4884126984127
C:\Users\marius\Desktop\Musik\Deep House 2025\Innerverse - Life with You.mp3,Life with You,"INNERVERSE, Paul Schulze, Oliver Cricket, Courtney Storm",Life with You,Electro,2025-01-24,158.27591836734695
C:\Users\marius\Desktop\Musik\Deep House 2025\Innerverse - Reverie.mp3,Reverie,INNERVERSE,Reverie,Electro,2024-09-13,223.66040816326532
C:\Users\marius\Desktop\Musik\Deep House 2025\James Carter - Heaven.mp3,Heaven,James Carter,Heaven,Electro,2021-10-15,124.65517006802722
C:\Users\marius\Desktop\Musik\Deep House 2025\James Carter - Tell Me.mp3,Tell Me,James Carter/Hanne Mjøen,Tell Me,Электронная музыка,2022-02-11,127.5
C:\Users\marius\Desktop\Musik\Deep House 2025\Jay Pryor - Say Something (Club Mix).mp3,Say Something (Club Mix),Jay Pryor/ Chaya,Say Something (Club Mix),Electro,2021-02-05,218.78047619047618
C:\Users\marius\Desktop\Musik\Deep House 2025\Jethro Heston - My Love.mp3,My Love,Jethro Heston,My Love,Dance,2022-04-29,156.2095238095238
C:\Users\marius\Desktop\Musik\Deep House 2025\Jewels - Home.mp3,Home,Jewels/Discrete/TUDOR,Home,Electro,2022-09-09,225.08843537414967
C:\Users\marius\Desktop\Musik\Deep House 2025\JLV - Show Me.mp3,Show Me,JLV/ Thandi,Show Me,Electro,2024-02-09,145.05795918367346
C:\Users\marius\Desktop\Musik\Deep House 2025\Joshwa - Gravity.mp3,Gravity,"Joshwa, Lauren Nicole",Gravity,Electro,2025-02-14,195.84
C:\Users\marius\Desktop\Musik\Deep House 2025\Julien Fade - Breathe in the Blue.mp3,Breathe in the Blue,"Julien Fade, Nu-La",Breathe in the Blue,Electro,2024-11-01,259.70938775510206
C:\Users\marius\Desktop\Musik\Deep House 2025\Julien Fade - Losing You.mp3,Losing You,Julien Fade,Losing You,Electro,2024-09-06,174.785306122449
C:\Users\marius\Desktop\Musik\Deep House 2025\Just Kiddin - Do You Know.mp3,Do You Know,Just Kiddin,Do You Know,Electro,2022-10-28,211.33065759637188
C:\Users\marius\Desktop\Musik\Deep House 2025\JYYE - Lucid Dreams.mp3,Lucid Dreams,"JYYE, Julia Temos",Lucid Dreams,Electro,2024-12-20,173.24408163265306
C:\Users\marius\Desktop\Musik\Deep House 2025\JYYE - Running Back.mp3,Running Back,"JYYE, Julia Temos",Running Back,Electro,2025-10-24,161.38888888888889
C:\Users\marius\Desktop\Musik\Deep House 2025\Kalm - fractured light.mp3,fractured light,KALM,fractured light,Electro,2025-09-26,172.77
C:\Users\marius\Desktop\Musik\Deep House 2025\Light CD 1 TRACK 1 (320).mp3,Light,Nu Aspect,Light,,2020-05-15,186.17469387755102
C:\Users\marius\Desktop\Musik\Deep House 2025\London Topaz - Reasons.mp3,Reasons,"London Topaz, Clearest",Reasons,Electro,2025-07-18,217.03124716553287
C:\Users\marius\Desktop\Musik\Deep House 2025\MA RK - That s Where I Should Be.mp3,That's Where I Should Be,MA:RK,That's Where I Should Be,Electro,2025-03-14,142.23673469387754
C:\Users\marius\Desktop\Musik\Deep House 2025\Mind - Ghost in My Stereo.mp3,Ghost in My Stereo,"Mind, Sam Welch",Ghost in My Stereo,Rap/Hip Hop,2025-10-03,118.84614512471656
C:\Users\marius\Desktop\Musik\Deep House 2025\MK - Come Find Me.mp3,Come Find Me,"MK, Clementine Douglas",Come Find Me,Dance,2025-09-26,207.17714285714285
C:\Users\marius\Desktop\Musik\Deep House 2025\Mr. Belt   Wezol - It s Not Right But It s Okay.mp3,It's Not Right But It's Okay,Mr. Belt & Wezol,It's Not Right But It's Okay,Electro,2024-02-23,152.3461224489796
C:\Users\marius\Desktop\Musik\Deep House 2025\Nathan C - Body.mp3,Body,Nathan C/ Lilly Ahlberg,Body,Electro,2024-04-12,204.8
C:\Users\marius\Desktop\Musik\Deep House 2025\Nathan C - Get Through This.mp3,Get Through This,Nathan C,Get Through This,Electro,2021-10-22,172.278231292517
C:\Users\marius\Desktop\Musik\Deep House 2025\Nathan C - In   Out.mp3,In & Out,Nathan C,In & Out,Электронная музыка,2023-04-14,183.9331065759637
C:\Users\marius\Desktop\Musik\Deep House 2025\Nelly Furtado - Say It Right (Rinzen Remix).mp3,Say It Right,"Nelly Furtado, Rinzen",Say It Right (Rinzen Remix),Электронная музыка,2025-03-14,221.36163265306124
C:\Users\marius\Desktop\Musik\Deep House 2025\Nimino - I Only Smoke When I Drink.mp3,I Only Smoke When I Drink,Nimino,I Only Smoke When I Drink,Electro,2024-08-22,198.4522448979592
C:\Users\marius\Desktop\Musik\Deep House 2025\NOTSOBAD - Bits of Hope.mp3,Bits of Hope,"NOTSOBAD, MA:RK",Bits of Hope,Electro,2025-10-10,159.59643990929706
C:\Users\marius\Desktop\Musik\Deep House 2025\NOTSOBAD - Grounds for Hope.mp3,Grounds for Hope,NOTSOBAD,Grounds for Hope,Electro,2024-11-15,184.73795918367347
C:\Users\marius\Desktop\Musik\Deep House 2025\NOTSOBAD - Hollow Ground.mp3,Hollow Ground,NOTSOBAD/ Able Faces,Hollow Ground,Electro,2024-06-14,168.6987755102041
C:\Users\marius\Desktop\Musik\Deep House 2025\NOTSOBAD - Let It Go.mp3,Let It Go,NOTSOBAD/ MA:RK,Let It Go,Electro,2024-04-19,196.2057142857143
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Bloom Again.mp3,Bloom Again,Nu Aspect,Bloom Again,Electro,2024-05-24,189.30938775510205
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Miss You.mp3,Miss You,Nu Aspect/ Jamis/ Poppy Baskcomb,Miss You,Electro,2023-01-13,194.10721088435375
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Over The Edge.mp3,Over The Edge,"Nu Aspect, Poppy Baskcomb",Over The Edge,Electro,2024-09-27,234.91918367346938
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Someone to Hold.mp3,Someone to Hold,"Nu Aspect, Tudor",Someone to Hold,Electro,2025-10-17,223.96947845804988
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Something Real.mp3,Something Real,Nu Aspect,Something Real,Электронная музыка,2021-12-31,148.89344671201815
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Strings Attached.mp3,Strings Attached,Nu Aspect/Arkaden/Sam Welch,Strings Attached,Electro,2022-07-15,185.38907029478457
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Sweet Release.mp3,Sweet Release,Nu Aspect,Sweet Release,Electro,2024-11-29,226.14204081632653
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Take Me Home.mp3,Take Me Home,Nu Aspect/ TCTS/ RAHH,Take Me Home,Electro,2024-03-29,211.59183673469389
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Watching over You.mp3,Watching over You,"Nu Aspect, Marlo Rex",Watching over You,Electro,2025-05-16,212.1926530612245
C:\Users\marius\Desktop\Musik\Deep House 2025\Nu Aspect - Words.mp3,Words,Nu Aspect,Words,Electro,2022-08-26,197.78321995464853
C:\Users\marius\Desktop\Musik\Deep House 2025\oskar med k - Make Me Feel.mp3,Make Me Feel,oskar med k,Make Me Feel,Dance,2025-06-20,186.24
C:\Users\marius\Desktop\Musik\Deep House 2025\Palastic - Fall Back Down.mp3,Fall Back Down,PALASTIC/ James French,Fall Back Down,Electro,2023-09-15,191.10117913832198
