file_path,title,artist,album,genre,year,length
C:\Users\marius\Desktop\Musik\music\22 - This Is How We Party (Cat Dealers Remix).mp3,This Is How We Party (Cat Dealers Remix),R3HAB & Icona Pop,Dance Club 2019.03,Dance & DJ,2019,194.69061224489795
C:\Users\marius\Desktop\Musik\music\23 - I Wanna Dance.mp3,I Wanna Dance,Jonas Blue,Dance Club 2019.03,Dance & DJ,2019,183.84979591836733
C:\Users\marius\Desktop\Musik\music\24 - Listen To Your Momma [feat. Leon Sherman].mp3,Listen To Your Momma [feat. Leon Sherman],Showtek,Dance Club 2019.03,Dance & DJ,2019,235.10204081632654
C:\Users\marius\Desktop\Musik\music\25 - I Miss Myself (R3HAB Remix).mp3,I Miss Myself (R3HAB Remix),NOTD & HRVY & R3HAB,Dance Club 2019.03,Dance & DJ,2019,183.51020408163265
C:\Users\marius\Desktop\Musik\music\26 - Won't Stop [feat. Shaylen].mp3,Won't Stop [feat. Shaylen],Justin Mylo,Dance Club 2019.03,Dance & DJ,2019,198.94857142857143
C:\Users\marius\Desktop\Musik\music\27 - Ain’t Got You.mp3,Ain’t Got You,Steve Void & Louisa,Dance Club 2019.03,Dance & DJ,2019,200.48979591836735
C:\Users\marius\Desktop\Musik\music\28 - Candy‬‬‬ [feat. A7S].mp3,Candy‬‬‬ [feat. A7S],Vigiland,Dance Club 2019.03,Dance & DJ,2019,149.21142857142857
C:\Users\marius\Desktop\Musik\music\29 - Seventeen (Thomas Gold Festival Mix) [feat. Bright Sparks].mp3,Seventeen (Thomas Gold Festival Mix) [feat. Bright Sparks],Thomas Gold,Dance Club 2019.03,Dance & DJ,2019,183.7191836734694
C:\Users\marius\Desktop\Musik\music\30 - Back To You.mp3,Back To You,One Bit & Laura White,Dance Club 2019.03,Dance & DJ,2019,167.68
C:\Users\marius\Desktop\Musik\music\31 - Dilemma.mp3,Dilemma,Sigma,Dance Club 2019.03,Dance & DJ,2019,159.97387755102042
C:\Users\marius\Desktop\Musik\music\32 - Don't Wanna Dance.mp3,Don't Wanna Dance,Boston Bun,Dance Club 2019.03,Dance & DJ,2019,169.5608163265306
C:\Users\marius\Desktop\Musik\music\33 - Killer [feat. Seal].mp3,Killer [feat. Seal],Polytonics,Dance Club 2019.03,Dance & DJ,2019,168.41142857142856
C:\Users\marius\Desktop\Musik\music\34 - Money Machine (HOSH Remix).mp3,Money Machine (HOSH Remix),JOPLYN & HOSH,Dance Club 2019.03,Dance & DJ,2019,372.7934693877551
C:\Users\marius\Desktop\Musik\music\CamelPhat & Elderbrook - Cola (ZHU Remix) (Clean) (Extended).mp3,Cola (ZHU Remix) (Clean) (Extended),CamelPhat & Elderbrook,,Deep House,2018,325.19836734693877
C:\Users\marius\Desktop\Musik\music\Ekali & Zhu - Blame (Clean) (Extended).mp3,Blame (Clean) (Extended),Ekali & Zhu,,Future Bass,2018,177.42367346938775
C:\Users\marius\Desktop\Musik\music\Ekali & ZHU - Blame (NGHTMRE Remix) (Clean) (Extended).mp3,Blame (NGHTMRE Remix) (Clean) (Extended),Ekali & ZHU,,Dubstep,2018,193.07102040816326
C:\Users\marius\Desktop\Musik\music\Flume & Reo Cragun - Levitate (Clean Extended).mp3,Levitate (Clean Extended),Flume & Reo Cragun,,Future Bass,2019,240.03918367346938
C:\Users\marius\Desktop\Musik\music\Flume & Toro Y Moi - The Difference (Clean Extended).mp3,The Difference (Clean Extended),Flume & Toro Y Moi,,Dance Pop,2020,168.0457142857143
C:\Users\marius\Desktop\Musik\music\Flume - Heater (Clean) (Extended).mp3,Heater (Clean) (Extended),Flume,,Future Bass,2016,245.34204081632652
C:\Users\marius\Desktop\Musik\music\Flume ft Andrew Wyatt - Some Minds (Clean).mp3,Some Minds (Clean),Flume ft Andrew Wyatt,,Top 40,,263.83675
C:\Users\marius\Desktop\Musik\music\Flume ft Beck - Tiny Cities (Clean).mp3,Tiny Cities (Clean),Flume ft Beck,,Top 40,2016,236.6694
C:\Users\marius\Desktop\Musik\music\Flume ft Kai - Never Be Like You (Clean) (Extended).mp3,Never Be Like You (Clean) (Extended),Flume ft Kai,,Future Bass,2016,290.14205
C:\Users\marius\Desktop\Musik\music\Flume ft London Grammar - Let You Know (Clean Extended).mp3,Let You Know (Clean Extended),Flume ft London Grammar,,Future Bass,2019,229.7730612244898
C:\Users\marius\Desktop\Musik\music\Flume ft Moon Holiday - Insane (Bishu Remix) (Clean Extended).mp3,Insane (Bishu Remix) (Clean Extended),Flume ft Moon Holiday,,Future Bass,2020,226.3248979591837
C:\Users\marius\Desktop\Musik\music\Flume ft Vera Blue - Rushing Back (Clean Extended).mp3,Rushing Back (Clean Extended),Flume ft Vera Blue,,Future Bass,2019,282.38367346938776
C:\Users\marius\Desktop\Musik\music\Flume ft Vince Staples & Kucka - Smoke & Retribution (Dirty) (Extended).mp3,Smoke & Retribution (Dirty) (Extended),Flume ft Vince Staples & Kucka,,Electronica,,289.645725
C:\Users\marius\Desktop\Musik\music\RL Grime - Core (What So Not & Flume Edit) Trap Music.mp3,,,,,,314.2240362811791
C:\Users\marius\Desktop\Musik\music\RUFUS - You Were Right (Clean) (Radio Edit).mp3,You Were Right (Clean) (Radio Edit),RUFUS,,Deep House,,238.680825
C:\Users\marius\Desktop\Musik\music\Rufus Du Sol - Like An Animal (Clean) (Extended).mp3,Like An Animal (Clean) (Extended),Rufus Du Sol,,House,2016,274.07675
C:\Users\marius\Desktop\Musik\music\RUFUS DU SOL - Lost In My Mind (Clean Extended).mp3,Lost In My Mind (Clean Extended),RUFUS DU SOL,,Dance Pop,2018,304.0391836734694
C:\Users\marius\Desktop\Musik\music\RUFUS DU SOL - Underwater (Clean Extended).mp3,Underwater (Clean Extended),RUFUS DU SOL,,Deep House,2019,370.2073469387755
C:\Users\marius\Desktop\Musik\music\Turning (Flume Remix).mp3,Turning (Flume Remix),Collarbones,Turning (Flume Remix),Dance & DJ,2015,334.05387755102043
C:\Users\marius\Desktop\Musik\music\ZHU & Karnaval Blues - Still Want U (Dirty Extended).mp3,Still Want U (Dirty Extended),ZHU & Karnaval Blues,,Dance Pop,2018,237.55755102040817
C:\Users\marius\Desktop\Musik\music\ZHU & NERO - Dreams (Clean) (Extended).mp3,Dreams (Clean) (Extended),ZHU & NERO,,Electronica,2017,255.6865306122449
C:\Users\marius\Desktop\Musik\music\Zhu & Tame Impala - My Life (Clean) (Extended).mp3,My Life (Clean) (Extended),Zhu & Tame Impala,,Deep House,2018,288.0261224489796
C:\Users\marius\Desktop\Musik\music\ZHU & Tinashe - ONLY (Dirty Extended).mp3,ONLY (Dirty Extended),ZHU & Tinashe,,Dance Pop,2020,256.0261224489796
C:\Users\marius\Desktop\Musik\music\ZHU - Cocaine Model (Extended).mp3,Cocaine Model (Extended),ZHU,,House,,272.065325
C:\Users\marius\Desktop\Musik\music\Zhu - Cold Blooded (Clean).mp3,Cold Blooded (Clean),Zhu,,Top 40,2016,250.98448979591836
C:\Users\marius\Desktop\Musik\music\ZHU - Exhale (Clean Extended).mp3,Exhale (Clean Extended),ZHU,,Trap,2018,204.04244897959182
C:\Users\marius\Desktop\Musik\music\ZHU - Faded 2.0 (DJ Snake & DJ Mustard Remix) (Dirty Extended).mp3,Faded 2.0 (DJ Snake & DJ Mustard Remix) (Dirty Extended),ZHU,,Trap,2015,217.78285714285715
C:\Users\marius\Desktop\Musik\music\ZHU - Generationwhy (Clean) (Extended).mp3,Generationwhy (Clean) (Extended),ZHU,,Nu Disco,,211.69632653061225
C:\Users\marius\Desktop\Musik\music\ZHU - Moves Like Ms Jackson (Extended).mp3,Moves Like Ms Jackson (Extended),ZHU,,House,,230.45225
C:\Users\marius\Desktop\Musik\music\ZHU vs Tiesto - Faded (Kerry Glass 'Can't Get Enough' Bootleg) (Clean Extended).mp3,Faded (Kerry Glass 'Can't Get Enough' Bootleg) (Clean Extended),ZHU vs Tiesto,,Electro House,2020,232.4468
C:\Users\marius\Desktop\Musik\music\ZHU_Light_it_Up_Holly_Remix.mp3,Light it Up (Holly Remix),"TOKiMONSTA, ZHU",Insomniac Records Presents: EDC Las Vegas 2019,House,2019,218.2350566893424
C:\Users\marius\Desktop\Musik\Paddy\Alok & Quintino - Party Never Ends (Clean Extended).mp3,Party Never Ends (Clean Extended),Alok & Quintino,,Future House,2019,196.28408163265306
C:\Users\marius\Desktop\Musik\Paddy\Alok & Sevenn - The Wall (Clean Extended).mp3,The Wall (Clean Extended),Alok & Sevenn,,Electro House,2019,202.97142857142856
C:\Users\marius\Desktop\Musik\Paddy\Armin Van Buuren - Blah Blah Blah (Clean Acapella).mp3,Blah Blah Blah (Clean Acapella),Armin Van Buuren,,Hardstyle,2018,90.46204081632654
C:\Users\marius\Desktop\Musik\Paddy\Armin Van Buuren - Blah Blah Blah (Clean Extended).mp3,Blah Blah Blah (Clean Extended),Armin Van Buuren,,Hardstyle,2018,234.8669387755102
C:\Users\marius\Desktop\Musik\Paddy\Armin Van Buuren ft Trevor Guthrie - This Is What It Feels Like (Clean Extended).mp3,This Is What It Feels Like (Clean Extended),Armin Van Buuren ft Trevor Guthrie,,Progressive House,2013,324.02285714285716
C:\Users\marius\Desktop\Musik\Paddy\Armin Van Buuren vs Vini Vici ft Hilight Tribe - Great Spirit (Clean) (Extended).mp3,Great Spirit (Clean) (Extended),Armin Van Buuren vs Vini Vici ft Hilight Tribe,,Trance,,445.25714285714287
C:\Users\marius\Desktop\Musik\Paddy\ARTY - Tim (Clean Extended).mp3,Tim (Clean Extended),ARTY,,Progressive House,2018,277.580325
C:\Users\marius\Desktop\Musik\Paddy\David Guetta & MORTEN ft Aloe Blacc - Never Be Alone (Clean Extended).mp3,Never Be Alone (Clean Extended),David Guetta & MORTEN ft Aloe Blacc,,Progressive House,2019,224.80979591836734
C:\Users\marius\Desktop\Musik\Paddy\Dimitri Vegas & Like Mike vs Ummet Ozcan - The Hum (Clean) (Extended).mp3,The Hum (Clean) (Extended),Dimitri Vegas & Like Mike vs Ummet Ozcan,,Electro House,,356.12735
"C:\Users\marius\Desktop\Musik\Paddy\Dimitri Vegas & Like Mike, Armin Van Buuren, W&W - Repeat After Me (Clean Extended).mp3",Repeat After Me (Clean Extended),"Dimitri Vegas & Like Mike, Armin Van Buuren, W&W",,Electro House,2019,310.9877551020408
C:\Users\marius\Desktop\Musik\Paddy\Disclosure ft Eliza Doolittle - You & Me (Flume Remix) (Clean) (Extended).mp3,You & Me (Flume Remix) (Clean) (Extended),Disclosure ft Eliza Doolittle,,Future Bass,2016,263.862875
C:\Users\marius\Desktop\Musik\Paddy\Don Diablo - The Rhythm (Clean Extended).mp3,The Rhythm (Clean Extended),Don Diablo,,Future House,2019,232.2808163265306
C:\Users\marius\Desktop\Musik\Paddy\Fisher - Losing It (Clean Extended).mp3,Losing It (Clean Extended),Fisher,,Tech House,2018,278.77877551020407
C:\Users\marius\Desktop\Musik\Paddy\Fisher - Wanna Go Dancin' (Clean Extended).mp3,Wanna Go Dancin' (Clean Extended),Fisher,,Tech House,2020,230.42612244897958
C:\Users\marius\Desktop\Musik\Paddy\Flume ft Tove Lo - Say It (Illenium Remix) (Dirty) (Extended).mp3,Say It (Illenium Remix) (Dirty) (Extended),Flume ft Tove Lo,,Future Bass,,281.6261224489796
C:\Users\marius\Desktop\Musik\Paddy\Gonzi ft Lou Wyss - EAT IT (Deluxo Remix) (Dirty Extended).mp3,EAT IT (Deluxo Remix) (Dirty Extended),Gonzi ft Lou Wyss,,Future House,2020,274.3379591836735
C:\Users\marius\Desktop\Musik\Paddy\Jerome - Light (Clean Extended).mp3,Light (Clean Extended),Jerome,,Trance,2019,248.50285714285715
C:\Users\marius\Desktop\Musik\Paddy\Justin Bieber vs Marshmello - Yummy (BPM Supreme Bootleg) (Clean).mp3,Yummy (BPM Supreme Bootleg) (Clean),Justin Bieber vs Marshmello,,Future Bass,2020,118.3869387755102
C:\Users\marius\Desktop\Musik\Paddy\LMFAO vs Garmiani - Party Rock Anthem (Kerry Glass 'Barraca' Bootleg) (Clean Extended).mp3,Party Rock Anthem (Kerry Glass 'Barraca' Bootleg) (Clean Extended),LMFAO vs Garmiani,,Electro House,2020,208.22204081632654
C:\Users\marius\Desktop\Musik\Paddy\Marshmello - Proud (Clean Extended).mp3,Proud (Clean Extended),Marshmello,,Future Bass,2019,223.0073469387755
C:\Users\marius\Desktop\Musik\Paddy\Martin Garrix & Tiesto - The Only Way Is Up (Clean) (Extended).mp3,The Only Way Is Up (Clean) (Extended),Martin Garrix & Tiesto,,Progressive House,,290.6645
C:\Users\marius\Desktop\Musik\Paddy\Mike Cervello vs Naems - Caliente (BPM Supreme Bootleg) (Clean).mp3,Caliente (BPM Supreme Bootleg) (Clean),Mike Cervello vs Naems,,Electro House,2019,130.95183673469387
C:\Users\marius\Desktop\Musik\Paddy\ODESZA & Zyra - Say My Name (Cedric Gervais Remix) (Clean) (Extended).mp3,Say My Name (Cedric Gervais Remix) (Clean) (Extended),ODESZA & Zyra,,Progressive House,,360.96
C:\Users\marius\Desktop\Musik\Paddy\Sevenn - Loco Papi (Clean Extended).mp3,Loco Papi (Clean Extended),Sevenn,,Electro House,2019,220.8391836734694
C:\Users\marius\Desktop\Musik\Paddy\Slushii ft Marshmello - There X2 (Clean) (Extended).mp3,There X2 (Clean) (Extended),Slushii ft Marshmello,,Future Bass,2018,264.8555102040816
C:\Users\marius\Desktop\Musik\Paddy\Steff Da Campo vs Syzz & Hard Lights - Gin & Vodka (BPM Supreme Bootleg) (Clean).mp3,Gin & Vodka (BPM Supreme Bootleg) (Clean),Steff Da Campo vs Syzz & Hard Lights,,Future House,2019,135.9673469387755
C:\Users\marius\Desktop\Musik\Paddy\Van Halen - Jump (Armin Van Buuren Remix) (Clean Extended).mp3,Jump (Armin Van Buuren Remix) (Clean Extended),Van Halen,,Progressive House,2019,267.7289795918367
C:\Users\marius\Desktop\Musik\Paddy\W&W & Nicky Romero - Ups & Downs (Clean Extended).mp3,Ups & Downs (Clean Extended),W&W & Nicky Romero,,Progressive House,2019,251.11510204081634
"C:\Users\marius\Desktop\Musik\Paddy\W&W, Timmy Trumpet & Will Sparks ft Sequenza - Tricky Tricky (Clean Extended).mp3",Tricky Tricky (Clean Extended),"W&W, Timmy Trumpet & Will Sparks ft Sequenza",,Hardstyle,2019,216.73795918367347
C:\Users\marius\Desktop\Musik\Paddy\Yeah Yeah Yeahs vs Flosstradamus vs Skrillex - Heads Will Roll (Kerry Glass 'Mosh Pit Lamborghini' Bootleg) (Dirty).mp3,Heads Will Roll (Kerry Glass 'Mosh Pit Lamborghini' Bootleg) (Dirty),Yeah Yeah Yeahs vs Flosstradamus vs Skrillex,,Trap,2020,140.8261224489796
C:\Users\marius\Desktop\Musik\Rüfüs du Sol\RUFUS - You Were Right (Clean) (Radio Edit).mp3,You Were Right (Clean) (Radio Edit),RUFUS,,Deep House,,238.680825
C:\Users\marius\Desktop\Musik\Rüfüs du Sol\Rufus Du Sol - Like An Animal (Clean) (Extended).mp3,Like An Animal (Clean) (Extended),Rufus Du Sol,,House,2016,274.07675
C:\Users\marius\Desktop\Musik\Rüfüs du Sol\RUFUS DU SOL - Lost In My Mind (Clean Extended).mp3,Lost In My Mind (Clean Extended),RUFUS DU SOL,,Dance Pop,2018,304.0391836734694
C:\Users\marius\Desktop\Musik\Rüfüs du Sol\RUFUS DU SOL - Underwater (Clean Extended).mp3,Underwater (Clean Extended),RUFUS DU SOL,,Deep House,2019,370.2073469387755
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\01 - Piece Of Your Heart (Alok Remix) [feat. Goodboys].mp3,Piece Of Your Heart (Alok Remix) [feat. Goodboys],Meduza & Alok,Dance Club 2019.03,Dance & DJ,2019,166.58285714285714
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\02 - Stars [feat. Laniia].mp3,Stars [feat. Laniia],Vize,Dance Club 2019.03,Dance & DJ,2019,165.4857142857143
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\03 - All Day And Night (Jax Jones & Martin Solveig Present Europa _ Axwell Remix).mp3,All Day And Night (Jax Jones & Martin Solveig Present Europa / Axwell Remix),Jax Jones & Martin Solveig & Madison Beer,Dance Club 2019.03,Dance & DJ,2019,200.15020408163267
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\04 - Heaven.mp3,Heaven,Avicii,Dance Club 2019.03,Dance & DJ,2019,277.4204081632653
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\05 - Heart Beating.mp3,Heart Beating,Nora En Pure,Dance Club 2019.03,Dance & DJ,2019,163.4742857142857
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\06 - There For You.mp3,There For You,Gorgon City & MK,Dance Club 2019.03,Dance & DJ,2019,184.52897959183673
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\07 - Let Us Love.mp3,Let Us Love,Topic & Vigiland & Christopher,Dance Club 2019.03,Dance & DJ,2019,181.99510204081633
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\08 - Love On Myself [feat. Calum Scott].mp3,Love On Myself [feat. Calum Scott],Felix Jaehn,Dance Club 2019.03,Dance & DJ,2019,169.40408163265306
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\09 - Go Slow.mp3,Go Slow,Gorgon City & Kaskade & ROMÉO,Dance Club 2019.03,Dance & DJ,2019,218.64489795918368
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\10 - Truth Never Lies [feat. Aloe Blacc].mp3,Truth Never Lies [feat. Aloe Blacc],Lost Frequencies,Dance Club 2019.03,Pop,2019,192.02612244897958
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\11 - Alive [feat. PANGEA & DEGO].mp3,Alive [feat. PANGEA & DEGO],R3HAB & Vini Vici,Dance Club 2019.03,Dance & DJ,2019,188.42122448979592
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\12 - Ritual (Benny Benassi & BB Team Remix).mp3,Ritual (Benny Benassi & BB Team Remix),Tiësto & Jonas Blue & Rita Ora,Dance Club 2019.03,Dance & DJ,2019,185.9395918367347
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\13 - Sixteen (Don Diablo Remix).mp3,Sixteen (Don Diablo Remix),Ellie Goulding,Dance Club 2019.03,Pop,2019,193.72408163265305
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\14 - Mad Love (Blinkie Remix).mp3,Mad Love (Blinkie Remix),Mabel,Dance Club 2019.03,Pop,2019,199.70612244897958
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\15 - After Hours.mp3,After Hours,M-22 & Kiara Nelson,Dance Club 2019.03,Dance & DJ,2019,165.14612244897958
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\16 - KIDS.mp3,KIDS,Merk and Kremont,Dance Club 2019.03,Dance & DJ,2019,198.7657142857143
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\17 - Harder.mp3,Harder,Jax Jones & Bebe Rexha,Dance Club 2019.03,Dance & DJ,2019,160.41795918367347
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\18 - Castles (Sam Feldt Remix).mp3,Castles (Sam Feldt Remix),Freya Ridings,Dance Club 2019.03,Dance & DJ,2019,203.2065306122449
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\19 - Easier (Seeb Remix).mp3,Easier (Seeb Remix),5 Seconds Of Summer,Dance Club 2019.03,Pop,2019,165.92979591836735
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\20 - Using (MEDUZA Remix).mp3,Using (MEDUZA Remix),R I T U A L & Emily Warren,Dance Club 2019.03,Dance & DJ,2019,166.60897959183674
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\21 - Mirrors (Thuggin) [feat. Kendrick Lamar].mp3,Mirrors (Thuggin) [feat. Kendrick Lamar],Lotus & Glasses Malone,Dance Club 2019.03,Dance & DJ,2019,200.0195918367347
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\22 - This Is How We Party (Cat Dealers Remix).mp3,This Is How We Party (Cat Dealers Remix),R3HAB & Icona Pop,Dance Club 2019.03,Dance & DJ,2019,194.69061224489795
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\23 - I Wanna Dance.mp3,I Wanna Dance,Jonas Blue,Dance Club 2019.03,Dance & DJ,2019,183.84979591836733
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\24 - Listen To Your Momma [feat. Leon Sherman].mp3,Listen To Your Momma [feat. Leon Sherman],Showtek,Dance Club 2019.03,Dance & DJ,2019,235.10204081632654
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\25 - I Miss Myself (R3HAB Remix).mp3,I Miss Myself (R3HAB Remix),NOTD & HRVY & R3HAB,Dance Club 2019.03,Dance & DJ,2019,183.51020408163265
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\26 - Won't Stop [feat. Shaylen].mp3,Won't Stop [feat. Shaylen],Justin Mylo,Dance Club 2019.03,Dance & DJ,2019,198.94857142857143
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\27 - Ain’t Got You.mp3,Ain’t Got You,Steve Void & Louisa,Dance Club 2019.03,Dance & DJ,2019,200.48979591836735
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\28 - Candy‬‬‬ [feat. A7S].mp3,Candy‬‬‬ [feat. A7S],Vigiland,Dance Club 2019.03,Dance & DJ,2019,149.21142857142857
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\29 - Seventeen (Thomas Gold Festival Mix) [feat. Bright Sparks].mp3,Seventeen (Thomas Gold Festival Mix) [feat. Bright Sparks],Thomas Gold,Dance Club 2019.03,Dance & DJ,2019,183.7191836734694
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\30 - Back To You.mp3,Back To You,One Bit & Laura White,Dance Club 2019.03,Dance & DJ,2019,167.68
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\31 - Dilemma.mp3,Dilemma,Sigma,Dance Club 2019.03,Dance & DJ,2019,159.97387755102042
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\32 - Don't Wanna Dance.mp3,Don't Wanna Dance,Boston Bun,Dance Club 2019.03,Dance & DJ,2019,169.5608163265306
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\33 - Killer [feat. Seal].mp3,Killer [feat. Seal],Polytonics,Dance Club 2019.03,Dance & DJ,2019,168.41142857142856
C:\Users\marius\Desktop\Musik\Various artists\Dance Club 2019.03\34 - Money Machine (HOSH Remix).mp3,Money Machine (HOSH Remix),JOPLYN & HOSH,Dance Club 2019.03,Dance & DJ,2019,372.7934693877551
C:\Users\marius\Desktop\Musik\Zhu\CamelPhat & Elderbrook - Cola (ZHU Remix) (Clean) (Extended).mp3,Cola (ZHU Remix) (Clean) (Extended),CamelPhat & Elderbrook,,Deep House,2018,325.19836734693877
C:\Users\marius\Desktop\Musik\Zhu\Ekali & Zhu - Blame (Clean) (Extended).mp3,Blame (Clean) (Extended),Ekali & Zhu,,Future Bass,2018,177.42367346938775
C:\Users\marius\Desktop\Musik\Zhu\Ekali & ZHU - Blame (NGHTMRE Remix) (Clean) (Extended).mp3,Blame (NGHTMRE Remix) (Clean) (Extended),Ekali & ZHU,,Dubstep,2018,193.07102040816326
C:\Users\marius\Desktop\Musik\Zhu\Zhu & Tame Impala - My Life (Clean) (Extended).mp3,My Life (Clean) (Extended),Zhu & Tame Impala,,Deep House,2018,288.0261224489796
C:\Users\marius\Desktop\Musik\Zhu\ZHU - Cocaine Model (Extended).mp3,Cocaine Model (Extended),ZHU,,House,,272.065325
C:\Users\marius\Desktop\Musik\Zhu\Zhu - Cold Blooded (Clean).mp3,Cold Blooded (Clean),Zhu,,Top 40,2016,250.98448979591836
C:\Users\marius\Desktop\Musik\Zhu\ZHU - Exhale (Clean Extended).mp3,Exhale (Clean Extended),ZHU,,Trap,2018,204.04244897959182
C:\Users\marius\Desktop\Musik\Zhu\ZHU - Generationwhy (Clean) (Extended).mp3,Generationwhy (Clean) (Extended),ZHU,,Nu Disco,,211.69632653061225
